erack,"After Cut&Paste of an overlapping data range, cells of a shared formula group reference run are not recalculated"
Armin.Le.Grand,FILEOPEN: file gets modified without changing anything
jluth,FILEOPEN Reference field to text field in DOC is broken
dennisfrancis.in,No update to refs to sum cell after undoing change in sum range
bakos.attilakaroly,FILEOPEN DOCX: Incorrect merged cells in writer table
michael.stahl,Draw/Impress: Styles duplicated when copying slides
heiko.tietze,UI: Rename Page numbers to Page number in Fields dialog
heiko.tietze,Functions “Insert Columns Left” and “Insert Rows Above” Exist Two Times in Customize Dialogue
Katarina.Behrens,kde5: Keyboard shortcuts not shown in menu
Katarina.Behrens,"kde5: Active toolbar not preselected in ""View"" -> ""User Interface"""
Katarina.Behrens,kde5: Impress presentation mode crashes in single-monitor setup
Katarina.Behrens,kde5: Impress crashes when opening slide containing video
m.weghorn,"kde5: ""Find & Replace"" not correctly shown in menu"
serval2412,JDBC driver test could not be loaded - wrong icon
Katarina.Behrens,Pie chart segment rendered as rectangle when anti-aliasing is off with gtk3
Katarina.Behrens,kde5: Copy and paste of Calc cell not working
dennisfrancis.in,cells not recalculated after copy/paste different range of cells
erack,FILESAVE Roundtripped XLSM opens with recovery in Excel
s.mehrbrodt,"Right click context menu contains ""Remove Hyperlink"" without a hyperlink present"
Katarina.Behrens,kde5: Implement drag'n'drop between multiple documents
Katarina.Behrens,KDE5: Text in document disappears if it's drag'n'dropped to the sidebar
Katarina.Behrens,KDE5: Drag'n'drop doesn't work from the Data Sources
serval2412,LO Writer: Error saving the document: Write error  The file could not be written
Katarina.Behrens,Comment not displayed on hovering with gtk3 and kde5
Katarina.Behrens,kde5: Impress crashes when exiting presentation mode
Katarina.Behrens,KDE5: Can't move down field to see text with breaks in LO Calc
Katarina.Behrens,KDE5: There is no Checkbox for some options in View (LO Calc)
raykowj,Toggling undocked Navigator from page number field causes toggle off and and then back on
erack,"SUBTOTAL function, doesn't work inside SUMPRODUCT while it works inside an SUM array"
heiko.tietze,Option to use Header/Footer not working correctly
Katarina.Behrens,KDE5: LO Calc -> Data -> Data provider leads to crash
erack,Cells not recalculated after moving data within ranges pointed to by a shared formula group.
nemeth,FILEOPEN DOCX OLE form control checkbox is larger than in Word
serge.krot,Calc: Slow load of cells with VLOOKUP with references to empty cells
jluth,FILEOPEN: Bidi text is aligned to the left
jluth,FILESAVE: DOC/RTF: Paragraph fill becomes blue after roundtrip
mikekaganski,"LibreOffice sends ""your system has crashed"" message if ""Close Application"" event is defined"
mikekaganski,MAILMERGE Document with a custom page style and section is mail-merged into default style
mikekaganski,Arrows are missing after opening a file with arrows
nemeth,Docx with Track changes enabled show removed fragment as present
vasily.melenchuk,chart: multiline chart title in presentation not supported
momonasmon,SIDEBAR: border cell color isn't shown (white box)
m.weghorn,KDE5: Can't save minimized presentation
markus.mohrhard,FILEOPEN XLSX Chart area created with Excel shrinks when the document is opened in Calc
michael.stahl,Images anchored to a paragraph are deleted inconsistently when anchored at-paragraph
sbergman,4-argument form of Mid() BASIC function broken in 6.x (worked in 5.x and OO)
jluth,FILESAVE: DOCX: header/footer gets lost after RT
dennisfrancis.in,Performance regression enabling automatic update of external links
vasily.melenchuk,"EDITING DOCX, Word document edited in Writer by typing after and before footnote number, the typed text become superscript"
serge.krot,Writer: DOCX export from ODT: wrong tabs stops in TOC
vasily.melenchuk,[EDITING] Charts data ranges in Writer cannot be edited
bakos.attilakaroly,DOCX Import formula alignment (centered or right-aligned formulas are left-aligned in Writer)
serge.krot,Writer:  DOCX export from ODT: TOC title is not recognized by MS Word
mikekaganski,"prompt for password pops up of protected spreadsheet-datasource, as soon as file with related databasefields is opened"
nemeth,FILEOPEN RTF The 2 column setting is lost when the first column contains only a table
s.mehrbrodt,FILESAVE DOCX Automatic Hyphenate created with Word hyphenates words in CAPS too
s.mehrbrodt,FILESAVE DOCX Hyphenation zone created with Word resets default value
jluth,FILESAVE DOCX Only one Manual Column Break remains after export
nemeth,FILEOPEN DOCX Page Color created with Word disappears on the margins
jluth,FILEOPEN DOCX Three type Column with Next Page Section Break created with Word isn’t added to a new page opened in Writer
mikekaganski,UI and document content appear blurry/out of focus on Windows with fractional scaling after upgrade
sbergman,Clear the List of Recent documents -> 'this operation is not supported by operating system' ( not reproducible from the start center )
erack,"FILEOPEN XLSX ""Maximum number of rows per sheet"" on tags ROW without attribute R"
tundeth,FILEOPEN  XLSX implement feature to disable legend entry for series
tundeth,FILEOPEN Chart title alignment changes to left
mikekaganski,Crash modifying several options each requiring restart
Katarina.Behrens,CRASH KDE5 backend crashes writer on close with selected text
Katarina.Behrens,"kde5: ""Fatal Error"" when selecting presentation template in Impress and Orca enabled"
erack,"FILESAVE XLSX, One of the cell changes its textcolor to blue for no apparent reason."
m.weghorn,LibreOffice 6.1.* crashes by recovering file at start over and over on Linux
serval2412,clicking on class path make LO crash
nemeth,"FILEOPEN DOCX The formula field is incorrect in the table, when we change the number format"
varga.balazs3,DOCX Import Pie chart data labels new line separator changes to semicolon
erack,UI: Pressing Enter in a protected sheet doesn't jump to next row in every case
sbergman,"Installer DMG window on macOS has a misplaced ""bin"" folder icon"
serge.krot,EDITING Autofilters not properly cleared
erack,FREQUENCY: force array mode on arguments and immediate caller
mikekaganski,FILEOPEN: DOC: Floating frame is displayed with borders
jluth,FILESAVE: Header/Footer are gone in MS Office
jluth,FILESAVE: DOC: Header/Footer are gone in MSOffice with a protected file
mikekaganski,Cannot use double-click to apply text highlight
jluth,FILESAVE: RTF: new sections added after RT
jluth,FILESAVE: DOC: Header/Footer are lost saving section to .doc format
jluth,"FILESAVE: RTF: section at document start creates extra, empty section"
nemeth,FILEOPEN/FILESAVE DOCX LibreOffice Writer always shows the first sheet of the OLE embedded XLSX spreadsheet
m.weghorn,Cannot copy text from/to Libreoffice to/from other application in KDE
zolnaitamas2000,Legend interferes with pie chart after pptx import
raykowj,All items in AutoFilter popup menu are not keyboard accessible
raykowj,Table background color isn't shown when opening table background tab
serval2412,Crash when converting tdf#122811 file to Firebird
bakos.attilakaroly,Moving anchor for shape + text box leaves text box behind
michael.stahl,Writer hangs when deleting specific line
erack,FORMATTING: Regression from 6.1 to 6.2 in displaying times formatted as Time 876613:37:46
erack,Shift+Tab jumping back/up to unprotected cells not working
erack,Invoking the number format dialog the format code field is blank for a user-defined date+time format.
tundeth,FILESAVE OOXML Doughnut chart circles exported in a different order
jluth,FILEOPEN: DOCX: Footnote separator text is being added to each footnote
michael.stahl,Undoing ToC insertion in middle of word causes assertion failure
s.mehrbrodt,"(6.2 Regression) Printing always sets ""document modified"" status"
jluth,FILEOPEN: DOC: Background from paragraph is applied to remainder of the document
sbergman,Unable to create file on gvfs mounted volume
erack,Array formula with COLUMN() function evaluates to #VALUE error
mikekaganski,Impress fails to render donut and pie charts with 100 and 0 entries in only column
Katarina.Behrens,Gallery images cannot be inserted in KDE5
kohei,Cannot open MSO XML file
jluth,FILEOPEN DOCX with frame content on multiple pages is condensed to single page
michael.stahl,Crash when Navigate By Headings search wraps from end to beginning of file
tundeth,FILESAVE XLSX Empty Chart goes missing
erack,"Moving (Cut&Paste, Drag&Drop) a column range within the same row into a shared formula group's reference may not recalculate the first affected formula cell (procedure in comment 11)."
erack,Changing a reference in a formula cell of a shared formula group may not rebuild all dependencies of the then split group.
michael.stahl,"kde5: Writer: Closing ""Insert"" -> ""Section"" dialog leads to crash"
erack,Time format may display uncorrected if value includes date
raykowj,Can't step with keyboard to/between favorite special characters on group button
varga.balazs3,FILESAVE XLSX Combined chart loses the Y axis main grid visibility
varga.balazs3,FILESAVE XLSX Combined chart loses X axis visibility setting
michael.stahl,export to xhtml from writer no longer preserves footnotes as hyperlinks
Katarina.Behrens,Move slides in LO Impress -> slides disappear and finally it leads to crash
bakos.attilakaroly,"FILEOPEN DOCX: ""Top and bottom"" wrapped charts cover each other because wrap setting is wrongly Optimal instead of Wrap Off"
kohei,Opening xls file in previous versions of libre vs 6.2.0.3
Katarina.Behrens,KDE: Can't resize any toolbar
Katarina.Behrens,LO Impress: Unnecessary grey rectangle on the screen while demonstration (slide with video)
varga.balazs3,Import filter issue with DOCX with embedded graph in decimal precision of x-axis values
serge.krot,"""Y"" is inserted ahead of ToC when its title is empty, when saving to DOCX"
heiko.tietze,TABLE: Difference between default style as template and default style as style is not clear
serval2412,"Untranslated strings for Table of Contents, Index, Bibliography, etc."
erack,"Basic script error after update from LO 6.1.X to LO 6.2.X, when ""URI"" to open from a hyperlink is vnd.sun.star.script:..."
dennisfrancis.in,Formula result not repainted immediately after Cut&Paste move.
raykowj,Multi-selection lost after promote/demote chapter/level in Navigator
erack,"Old ""Enter pastes clipboard"" can still be executed after inserting current date or time."
dennisfrancis.in,Undo after drag&drop changes the original formula
michael.stahl,FILEOPEN DOCX (REGRESSION): Orphan and Widow control for paragraph isn't applied in documents made with Microsoft Word
bakos.attilakaroly,FILEOPEN DOCX table cell content flow changes
erack,Double negation with text in array context behaves like single -
sbergman,LibreOffice doesn't detect JVM because of unexpected java.vendor property value
vasily.melenchuk,FILESAVE: Pasted row height is reset by after saving and reopen
s.mehrbrodt,Unable to close most sidebar decks
mikekaganski,Lost of space symbols in DOCX document
michael.stahl,CRASH: after moving the content down and undoing
michael.stahl,"CRASH: after pasting, if deleting more text than fits on a page"
serge.krot,FILEOPEN DOCX Hyperlink in text box does not get blue color
varga.balazs3,FILEOPEN XLSX Some of the Excel line chart markers disappears in Calc
Armin.Le.Grand,Parts of svg image not displayed correctly at smaller zoom levels (anti-aliasing)
sbergman,CRASH: closing a document that previously crash at import time (gtk3/gtk)
mikekaganski,Columns don't have vertical gridlines after column 64
michael.stahl,Regression from bug 123259 when anchoring a graphic as character
tundeth,URL in unicode interpretate as file link
erack,Rounding of durations displayed as wall clock time.
michael.stahl,StarViewMetafile import regression
michael.stahl,CRASH: After editing the index and undoing
tundeth,FILESAVE XLSX Hyperlink inserted to text box lost after export
m.weghorn,kde5/wayland: Issues with slide show with videos
erack,"Custom properties with ""_x005F_"" keep growing escapements when roundtripping as OOXML formats"
michael.stahl,FILEOPEN DOCX Numbered paragraph loses numbering after deleted paragraph in hide changes view
zolnaitamas2000,PPTX export: Shape has wrong fill color comming from theme
raykowj,"FRAME STYLE DIALOG: Frame style area color is reset to none, depending on the tab order chosen."
serval2412,Crash vcllo!OutputDevice::RemoveTransparenciesFromMetaFile+0xa68:
michael.stahl,Crash after saving and/or closing document
mikekaganski,CRASH working with file with lots of hints
mikekaganski,DOCX Export Document with a picture and page break doesn't open in MS Word when saved as DOCX
michael.stahl,Wrong calculation number of pages(field NUMPAGES) if page numbering(field PAGE) starts from EVEN number
michael.stahl,crash in layout after paste on particular document
dennisfrancis.in,FILEOPEN: Document hangs at import time ( with OOO_EXIT_POST_STARTUP )
michael.stahl,Crash: ntdll!RtlEnterCriticalSection
michael.stahl,Crash swlo!SwAnchoredDrawObject::IsValidPos
tundeth,FILESAVE PPTX Ellipsoid gradient center moves
raykowj,Crash  swlo!SwPostItField::GetTime
serval2412,FIREBIRD: Form wizard fails to create correct layout when CLOB[BLOB] field present
michael.stahl,Crash swlo!SwNode::EndOfSectionIndex
sbergman,Extrusion on/off is faulty in saving for Fontwork favorite 40
varga.balazs3,FILEOPEN XLSX Chart data point marker setting “None” imported incorrectly
varga.balazs3,FILESAVE XLSX Custom line chart marker settings not saved
erack,Displayed form of date changes to dd-mm-yyyy when date is changed in cell with format dd-mm-yy
m.weghorn,UI 5.x Curved connectors path messed up when passed to 6.x
varga.balazs3,EDITING Category labels of bar chart are rotated vertically
heiko.tietze,Writer styles: Heading subgroup for TOC related stuff
heiko.tietze,Make labels unique at the customization dialog
zolnaitamas2000,"In Windows, Date Picker invisible w/ OpenGL, flashes w/ default"
s.mehrbrodt,Sidebar panels state not always remembered
tundeth,EDITING Custom size chart legend does not ellipsize contents
Katarina.Behrens,Misplaced video in presenter console for non-gtk3 VCL plugins
kohei,FILEOPEN: Cannot open XML (Excel) with style parent ref.
jluth,"in DOCX files, some styles's ""text direction"" appears Right-to-Left or Left-to-Right depending on User Interface Language"
mikekaganski,AUTOTEXT: A blank character is needed between autotext-shortcut and the following word -> this is impractical
tundeth,FILEOPEN DOCX Absolute links broken in Writer
heiko.tietze,"Writer: Looks as if switch Page to Portrait is impossible - Cause: ""Format > Page"" is not clear because it starts formatting the page Style"
michael.stahl,CRASH: pasting fly at-char selection
michael.stahl,CRASH: undoing redlinehide deletion
mikekaganski,Character Style border attributes UI doesn't show borders or allow change to borders
jluth,FILEOPEN DOCX Numbered list item gets indent setting from next paragraphs footnote
varga.balazs3,FILEOPEN DOCX Custom chart axis title position is imported incorrectly
mikekaganski,Intermittent crash exporting a ODS to XLSX
s.mehrbrodt,CRASH: Adding Hyperlink with no text
erack,Autofill doesn't overwrite data in continuously filled cells
s.mehrbrodt,Sidebar can't be collapsed clicking on the hide arrow
jluth,Writer change not selected columns width
mikekaganski,Setting borders on character format become paragraph format
raykowj,A table row is wrongly formatted when inserting a new row) after a table insert undo/redo
jluth,"When I make any modification in a .docx file from Microsoft Office 2013, the page break is lost"
varga.balazs3,Classical shapes with text loose their height on roundtrip with pptx
zolnaitamas2000,PPTX: FILESAVE: Transparency is lost after RT
nemeth,EDITING Deletion of text creates undo entry: “Delete $1”
nemeth,Vesion 6.3.0.4 not saving .xlsx files correctly
raykowj,"Undo list is populated wrongly with ""Delete slides"" actions"
serval2412,QR-code generator make non-correct QR for non latine phrase
sbergman,Impress Crash after Presentation Finished
varga.balazs3,EDITING Horizontal multilevel axis labels all get the same vertical rotation
jluth,FILESAVE: DOC/X automatic sized subscript exported as huge number
zolnaitamas2000,PPTX: Shape's background transparency changes during RT
zolnaitamas2000,PPTX: Gradient background fill of a slide is lost during RT.
varga.balazs3,horizontal line chart label needs space on both ends
m.weghorn,Mail merge prints wrong pages when option to print blank pages is only set in doc
tundeth,FILEOPEN DOCX: Hyperlink color and underlining gets lost when saving to DOCX
tundeth,FILEOPEN DOCX Hyperlink does not work in Microsoft Word when the target is image
nemeth,FILEOPEN DOCX character style properties applied instead of direct formatting in empty paragraphs (see comment 6)
jluth,"FILEOPEN DOCX Different enter size, without character, makes the table row size greater than in Word"
michael.stahl,TRACK CHANGES: Replacement problem - spaces separated from other characters when replacing a single word by several words
tundeth,FILESAVE DOCX Hyperlink does not work when the target is section
tundeth,FILEOPEN DOCX Hyperlink made in Word does not change color when clicked on in Writer
m.weghorn,Crash in documentLoadNative method in a library compiled for arm64-v8a
erack,LibreOffice hangs for a few seconds clicking on the title/subtitle textboxes (ca-ES-valencia)
tundeth,No support in ODF for Axis position type chart axis property
m.weghorn,"Non-breaking spaces not inserted when LibreOffice-KDE5 is installed, since Libo 6.3.x (French typo)"
jluth,FILEOPEN: DOC: Background colour lost on import in a writer file
erack,Wrong spacing with comma in formulae
erack,Cell references off by 256 when importing wk1 Lotus 1-2-3 spreadsheet
erack,"An array formula with SMALL gives blanks, where it used to work as in Excel previously"
varga.balazs3,FILEOPEN DOCX: Category labels are duplicated.
Katarina.Behrens,List hierachy not maintained on copy'n'paste
michael.stahl,infinite loop searching for hyphen and hyphenation attribute
mikekaganski,CRASH: typing text while macro recording is active
michael.stahl,Same numbering the first page when insert section
s.mehrbrodt,FILEOPEN: DOCX: last line in header doesn't use spacing after
vasily.melenchuk,FILEOPEN: DOCX: Incorrect spacing when paragraph is divided by a line
michael.stahl,FILEOPEN: DOCX: Incorrect text wrapping of fly frame
bakos.attilakaroly,FILEOPEN: DOCX: Charts with absolute position are displayed on top of each other
heiko.tietze,"NAVIGATOR: Rename ""Text Frame"" to ""Frame"""
michael.stahl,CRASH: Closing LibreOffice after cutting content from document
varga.balazs3,FILEOPEN: OOXML: Incorrect category position
jluth,XLSX: comment is displayed by default even without the <x:Visible/> tag
nemeth,FILESAVE: DOC: Formatting in TOC is lost after RT
tundeth,FILESAVE: ODT: Text becomes an hyperlink after RT
raykowj,List Styles can't be deleted in Custom Styles view
jluth,FILEOPEN: DOC: Row in table has incorrect background color
varga.balazs3,FILESAVE XLSX Deleted automatic title of chart returns on save
varga.balazs3,FILEOPEN: Radar Chart is broken
varga.balazs3,FILESAVE: PPTX: Bar in chart changes position after RT
varga.balazs3,FILEOPEN: Clustered bar chart is partially displayed
nemeth,FILEOPEN DOCX Missing image in table cell anchored to text (don't hide not hidden shape which is anchored to a hidden empty cell paragraph)
erack,FILESAVE: XLSX: Calc save to xlsx flawed
serval2412,MySQL/MariaDB direct Connection: time-values not written to table
jluth,Fileopen DOC: table content from header not shown due to table width
varga.balazs3,EDITING Bar chart secondary X axis labels appear on the tickmarks
michael.stahl,CRASH: Importing a specific file
michael.stahl,CRASH: working with fields
nemeth,FILEOPEN DOCX Paragraph in table gets extra 0.35 cm spacing after
serval2412,CRASH: Closing LibreOffice after cutting content from document
nemeth,EDITING Ctrl-drag of Writer table moves the table instead of copying
mikekaganski,SAXException: [word/document.xml line 20] when you try to open a document from Word 2007-365 (*.docx) format created with LO with a image copy from Draw
s.mehrbrodt,Style list loses multi selection on right click
serval2412,AUTO-REDACT: Uneditable target
dennisfrancis.in,EDITING : Reference incorrectly updated when deleting rows in XLSX
mikekaganski,"XLS damaging after saving in 6.3, 6.4"
varga.balazs3,Y-axis labels disappear in horizontal bar chart
mikekaganski,Calc - names beginning with underscore no longer work
varga.balazs3,FILEOPEN: Chart is not displayed
varga.balazs3,FILEOPEN DOCX 100 percent stacked area chart data is imported as percentage
varga.balazs3,FILEOPEN XLSX 100 percent stacked area chart data labels appear as ratio
mikekaganski,"""Un-float Table"" does not clear ""floating"" attribute in DOCX floating tables"
mikekaganski,Poor performance in a Basic code
michael.stahl,FILESAVE: DOC: checkbox is lost after RT
mikekaganski,IDE cannot get the content of structs in the watch window
vasily.melenchuk,CRASH: Importing a specific file ( See comment 6 )
erack,Shared formula group created by pasting row(s) stops listening to (part of) a range after insertion of a column before the formula group.
mikekaganski,ToC and its title in a DOCX imported wrong
nemeth,FILEOPEN: DOCX: Incorrect nested table
vasily.melenchuk,FILEOPEN: DOCX: Drawings are not displayed
raykowj,"Undoing ""increase indent"" undoes only one line at a time"
s.mehrbrodt,Enter key no longer works in Insert Hyperlink dialog ( gen)
mikekaganski,RTF file not displayed in correct format
michael.stahl,FILESAVE: DOCX: checkboxes lost after RT
michael.stahl,ODT import: Field marks are added at the end of the document
michael.stahl,FILESAVE: RTF: Duplicated entries in TOC  after RT in MSO
nemeth,FILEOPEN: DOCX: Incorrect padding in table
michael.stahl,FILEOPEN: DOCX: footer is missing on page 2
heiko.tietze,"Layout problem, listbox width too wide, in Options-LibreOffice-View dialog for RU GUI"
serge.krot,Impress: Long operation during typing in animated list
mikekaganski,Crash in: mergedlo.dll after pasting as Unformatted text in Draw's Text box
mikekaganski,Crash in: SwViewShell::GetDoc()  -- show print with Field dialog open
michael.stahl,Crash when copying the content of a complex DOCX
mikekaganski,Crash inspecting properties of cell range object in IDE
tundeth,FILESAVE XLSX The legend shows deleted legend entries too after export
tundeth,FILEOPEN XLSX The legend shows deleted legend entries too in pie charts
bakos.attilakaroly,FILEOPEN: Incorrect shape position
erack,FILESAVE XLSX Default Excel date format saved incorrectly
m.weghorn,Shortcuts don't work in Find&Replace dialog if vcl=kde5 and LANG=ru_RU.UTF8
raykowj,List content pastes twice after Undo
varga.balazs3,FILEOPEN XLSX Datapoint label position changes
bakos.attilakaroly,FILESAVE DOCX Shape anchored to table moves on saving
raykowj,LibreOfficeDev 6.5.0.0 Navigator collapse headings works only for sub-headings
s.mehrbrodt,Bookmarks point to incorrect pages in exported PDF if document contains a hidden section
raykowj,Writer navigator crashes when + is pressed on entries without children
jluth,Fileopen DOCX: Image from header section from page 2 shown also on page 1
mikekaganski,Safe mode: Show user profile fails to open the folder
michael.stahl,TRACK CHANGES: Crash in swlo.dll with track changes enabled and AutoCorrect
m.weghorn,EDITING: Impossible to delete a table from Relationdesign in Linux KDE5
erack,"calc: editing: ui: weakness with named ranges, move of cell to another sheet destroys referencing to local name reference there"
tundeth,FILEOPEN XLSX Area chart shrinks and the data labels are under the chart
momonasmon,Toolbar created at Document Scope does not save associated icons.
nemeth,FILEOPEN: DOCX: Text is incorrectly highlighted
sbergman,Crash when clearing the 'Find' text field
serval2412,"switch() gives ""wrong data type"" error on reordering value-result pairs"
serge.krot,Writer: DOCX export: text is not bold
varga.balazs3,FILEOPEN  XLSX position of column is not retained
michael.stahl,CRASH: after pasting and undoing (change tracking involved)
s.mehrbrodt,Basic Dialog does not import/export images
bakos.attilakaroly,WRITER EDITING: Frame goes out of the shape after moving
michael.stahl,FILEOPEN: DOCX: erroneous margin around image
bakos.attilakaroly,WRITER EDITING: Frame goes out of the shape when added to the shape
erack,local name breaks if previous sheet is deleted
Armin.Le.Grand,Start Center: thumbnail are broken
serval2412,"Footnotes: ""Before"" and ""After"" text is placed the wrong way around"
serge.krot,Writer: Preview of linked doc is not updated when edited
michael.stahl,CRASH: scrolling document
varga.balazs3,VIEWING DOCX Chart custom label text multiplied
varga.balazs3,"FILESAVE XLSX Number formats of single data label changed, after spreadsheet was reloaded"
varga.balazs3,FILEOPEN DOCX Column chart X axis labels are truncated
nemeth,FILEOPEN DOCX Table cell background color lost
varga.balazs3,FILEOPEN: Incorrect format of single data label
serval2412,Improperly used ampersand
serval2412,"Checkbox ""Do not distort objects in curve"" does nothing"
nemeth,Assert: Undoing deletion ( don't store redline ExtraData during Undo )
raykowj,Can not delete pagestyle in Calc
raykowj,Print preview bar in tabbed notebookbar does not appear dynamically
nemeth,FILEOPEN: DOCX: Incorrect table size
serval2412,Crash when pasting quotes with fixed width
jluth,FILEOPEN: ms word docx with styles that include bulleting / numbering loses bullet / number part of style in Writer
erack,FILESAVE XLSX Paste special of #N/A formula result result gives in Err:520 in Calc after reload
erack,Function Wizard in Calc allows too many parameters
erack,FILEOPEN XLSX TEXT formula gives different result than in Excel
erack,Cannot concatenate number and space+dot from VBA macro
serval2412,"Crash when clicking the ""Text direction from top to bottom"" toolbar icon"
michael.stahl,Crash when doing undoing
serval2412,Exporting to html doesn't preserve RTL property
nemeth,Table incorrectly specified as 100% relative size
michael.stahl,"EDITING: Image anchored ""To Character"" inside misspelled word is removed when word is corrected with Spell checking"
nemeth,FILEOPEN DOCX Table left indent not imported from table style
serval2412,Crash: writerfilterlo!writerfilter::dmapper::ConversionHelper::convertTwipToMM100Unsigned+0x52387
sbergman,EXIF information not recognized
m.weghorn,FILEOPEN PPTX: can't open specific pptx
nemeth,FILEOPEN DOCX CRASH: File fails to open with frame in header and change tracked table
varga.balazs3,Calc Chart X-axis format lost with xlsx
michael.stahl,DOCX formtext content is lost after filling
sbergman,Editing snap lines: dialog decreases entered values when drawing scale is 1:many
erack,COUNTBLANK function fails with external references
erack,Function Wizard does not enter array formulas with inline arrays correctly
varga.balazs3,FILEOPEN DOCX: Chart shows wrong label formatting (decimal instead of prcentage)
mikekaganski,FILESAVE: PPTX: glow effect is gone in MSO after RT
michael.stahl,"When copying a block/rectangle, the pasted lines are in reverse order"
serval2412,FILEOPEN: DOCX: Incorrect MS_COMBOVERLINE symbol
michael.stahl,Deleting a paragraph at start or end of section deletes the object anchored to it
michael.stahl,CRASH: undoing paste of frames
tundeth,FILEOPEN ODT Stock chart columns appear shifted
mikekaganski,BASIC: Replace is awfully slow
bakos.attilakaroly,FILEOPEN DOCX OLE object aligned to page opens in shifted position
varga.balazs3,FILESAVE XLSX Date type X axis columns position appears shifted in Excel
nemeth,FILEOPEN DOCX Table character direct formatting not applied with another table in footer
tundeth,No display of labels in pie charts if xlsx created with Excel 2007 (regression in 6.4 vs 6.0 and 5.2)
michael.stahl,Crash in: SwPosition::SwPosition(SwPosition const &)
michael.stahl,Crash in: swlo.dll
jluth,Text in table going off page with Keep with next paragraph checked
heiko.tietze,"macOS: Installer: mounted dmg UI needs cleanup (misaligned arrow graphic, new v7 image shown too small)"
michael.stahl,Images anchored to character in table not pasted
vasily.melenchuk,DOCX import: invalid list start numbering with 0.0.0.
tundeth,UI Option to set Axis position property of charts
vasily.melenchuk,FILESAVE DOCX Bulleting symbol changes after RT
bakos.attilakaroly,FILEOPEN DOCX Formula object wrap setting broken
heiko.tietze,Text in LO brand logo truncated in About LibreOffice dialog
jluth,FILEOPEN DOCX: merged cell missing edge border in table
heiko.tietze,Lost New Gallery Stuff in 7.0
michael.stahl,Crash swlo!BigPtrArray::Index2Block+0xc8:
serval2412,Calc: Crash for uninitialized FilterDescriptor in macro
michael.stahl,Table is multiplying with dummy's after undo
varga.balazs3,CALC: UI: graph not shown in 7.0.0.0.a1+
heiko.tietze,Positioning of measurement dropdown is wrong
bakos.attilakaroly,FILESAVE DOCX Formula alignment changes on export to centered
nemeth,FILEOPEN DOCX Extra spacing above numbered paragraphs
bakos.attilakaroly,FILESAVE DOCX OLE object wrap settings are not saved
serval2412,Crash when using undo 3 times in comment reply
jluth,"DOCX FILESAVE: Don't export column break in non-column situations, since Word treats as pagebreak."
varga.balazs3,EDITING Pie chart labels “Best fit” placement overlaps other chart slices
michael.stahl,Release Notes for removal of trend lines for ODF 1.2 missing
vasily.melenchuk,FILEOPEN: Frames have no bonder
jluth,FILEOPEN: DOC: Hang at import time of table in table
jluth,FILEOPEN: DOC: incorrect spacing in subscript
nemeth,FILEOPEN: DOCX: Table has no borders
tundeth,EDITING Gradient types Square and Quadratic have incorrect center
vasily.melenchuk,FILESAVE: DOC/ODT: Numbering list formatting is lost after RT
erack,Append % percent sign also while entering a leading decimal separator in a percent formatted cell
michael.stahl,LO 7 writes invalid <annotation> in ODF 1.3 strict
michael.stahl,<text:drop-down> is not valid in ODF 1.2
serge.krot,FILESAVE XLSX Excel gives invalid content error when opening file with shape
bakos.attilakaroly,FILESAVE: DOCX: Incorrect position of OLE object after RT
michael.stahl,FILESAVE: DOCX: fields are not displayed in MSO after RT
vasily.melenchuk,Incorrect rendering numbering in Word defined multi-level list
varga.balazs3,FILEOPEN DOCX Pie chart label formatted as percentage format becomes number formatted
nemeth,FILEOPEN: DOCX: Extra spacing in table
serval2412,Call to loadCalendarTZ crashes LibreOffice
michael.stahl,Crash swlo!SwDoc::GotoOutline+0x59c
michael.stahl,CRASH: Undoing deletion of selection
michael.stahl,CRASH: copying content in nested table
michael.stahl,CRASH: Undoing table deletion
michael.stahl,Multiple delete frame style undo actions after paste
jluth,Select the table by dragging over the columns become harder
varga.balazs3,EDITING Pie chart area resizes when data label is moved
vasily.melenchuk,FILEOPEN DOCX Tabs at the beginning of line no longer appear
varga.balazs3,FILEOPEN XLSX Date axis tries to display empty items in range with month resolution
momonasmon,Vertical Text Button Can't Be Hide in Some Toolbars
varga.balazs3,Pie chart data label moves outside of chart area
michael.stahl,CRASH: undoing table paste
michael.stahl,CRASH: undoing section paste
michael.stahl,CRASH: undoing field paste
varga.balazs3,FILEOPEN DOCX Pie chart long data labels do not break
vasily.melenchuk,FILEOPEN: DOCX: numbering list has no indent
michael.stahl,FILESAVE: DOC: Some fields are lost after RT
bakos.attilakaroly,FILEOPEN DOCX Image in table rendered on wrong page
m.weghorn,"Crash when tapping odp slideshow, if experimental mode enabled."
s.mehrbrodt,EDITING Spacing after value in header: changed default behavior
vasily.melenchuk,"FILEOPEN: Tabulator, set after a number, disappears"
varga.balazs3,FILEOPEN XLSX Show leader lines property is always on
vasily.melenchuk,FILEOPEN: DOC: Numbering list is not displayed
serge.krot,FILEOPEN: DOCX: Incorrect default value in dropdown text fields
nemeth,FILEOPEN DOCX Table containing nested table disappears
michael.stahl,Cannot export drawing with rotated text to EPS
tundeth,Chart horizontal axis title box too long
nemeth,FILEOPEN DOCX Nested table columns disappear
michael.stahl,Images disappearing when editing text in libre writer (tracking changes enabled)
m.weghorn,apk package is broken
raykowj,Crash:select masterslide on inserted presentation from Writer
